,userID,tag,content,date,year,label
1097,xdctjh,→,打電話過去罵,05/22,2022.0,0
1098,AndyWT,推,8+9那種身材被轟到一拳就死了 一拳殺一隻,11/10,2021.0,2
1099,josef15,推,吸毒仔不是都瘦皮猴嗎,12/26,2021.0,2
1100,A80211ab,→,噁心肥婆 選舉才會出現,07/30,2022.0,1
1101,maticsakura,推,跟那些跟著甲肥貓屁股的塔綠班講理,11/14,2022.0,1
1102,GimO,推,女人懷孕代價太大 變胖變醜工作可能消失 如,08/31,2021.0,1
1103,Misscat16868,→,是藍營的御用媒體？所以肥婆又變塔,06/21,2022.0,1
1104,Dande,→,自己瘦皮猴要檢討吧,08/14,2022.0,2
1105,airticket,→,:還有大小屎是高職畢業生　連大學都不是...,06/23,2005.0,0
1106,a28200266,→,如果你家裡插座也是220V就不行,07/20,2022.0,0
1107,deepdish,→,官僚系統就跟肥宅一樣虛胖,03/04,2022.0,1
1108,shuo1010,推,這情緒控管難怪無業,11/01,2022.0,0
1109,howardyeh,→,話說我總覺得拜登比川普還像共和黨人,11/12,2022.0,0
1110,MRfridge,噓,因為他很胖啊幹,02/03,2022.0,2
1111,HenryWangTW,→,豬臉小胖子 真醜,05/31,2008.0,1
1112,sexyATHENA,噓,竹籤插貢丸也叫美,10/16,2021.0,2
1113,andy199113,→,一定是醜女 暴牙肥油,11/07,2021.0,1
1114,Qoofate,噓,死胖妹  噁~,03/11,2022.0,1
1115,skymonkey,噓,普臉 瘦小乾扁沒奶 沒梗沒看點,11/17,2022.0,2
1116,phew18,推,4%缺點就是缺人 什麼拐瓜劣棗都收,10/21,2022.0,0
1117,p580ir190,噓,沒奶，沒臉的貼這廢文幹麻？怒噓,01/05,2021.0,2
1118,CycleEnergy,→,其實沒很糟喇 若沒奶不會特別被注意,01/26,2022.0,2
1119,plutox,→,像是老闆歧視老幼婦孺胖瘦美醜都告訴大家,01/19,2022.0,1
1120,HumanBenzene,推,不是鳥仔腳 讚讚,08/05,2022.0,2
1121,newsyho,推,78肥婆之流都可以了，還有什麼吞不下，,09/28,2021.0,1
1122,bbc0217,噓,酒駕,12/29,2021.0,0
1123,w60904max,→,難得被國民黨逮到痛點了 怕成這樣,05/04,2022.0,0
1124,nekoares,→,瘦到都是骨頭吃個屁，再養個十年,11/25,2022.0,2
1125,sdamel,→,，奶又小屁股塌，說希臘神淫亂算公道嗎,10/18,2022.0,2
1126,wunaoking,→,這粗勇？你是動漫鳥仔腳看太多吧,09/10,2021.0,2
1127,leviliebe,推,我覺得很可愛 臉圓才好 瘦巴巴瓜子臉,11/22,2022.0,2
1128,squalljack,推,台女瘦就有鳥仔腳了，可是大奶比較稀,01/07,2022.0,2
1129,darkMood,→,但不知道要槍決誰，笑死，法治國家。,04/20,2022.0,0
1130,vincentsoon,推,你是不是不想幹龍妹？,12/24,2021.0,1
1131,rinatwo,推,肥婆 我今天吃螃蟹,05/28,2022.0,1
1132,jorakuID,推,台灣的89不都瘦的跟排骨一樣,02/21,2022.0,2
1133,FarkU,推,這身材在肌肉版叫做排骨瘦猴。,03/04,2022.0,2
1134,eric2016,→,春年華的女孩兒，反觀醜陋肥宅呢？等人,04/19,2022.0,1
1135,WO0820,噓,拿一個醜又沒奶的出來幹什麼啦,09/23,2022.0,2
1136,l11111111,推,肥 醜 又肥又醜,04/11,2022.0,1
1137,E6300,噓,腿超粗,03/07,2022.0,1
1138,vseptem,噓,台積電也不是靠台灣理組才有今天的成績,04/14,2022.0,0
1139,ECZEMA,推,克里米亞快拿回來吧 俄擴張都為港,09/10,2022.0,0
1140,linwahaha,推,龍妹：給妳顏色瞧瞧，正妹：給妳顏射瞧,11/03,2022.0,1
1141,ppu12372,→,材好的醜男絕對大勝醜肥宅,08/29,2022.0,1
1142,athome1,→,肥了醜了 就不要了!,12/02,2022.0,1
1143,darkdogoblin,噓,沒奶子講個雞巴,09/18,2021.0,2
1144,aa1052026,→,樓下都跟比自己胖幾公斤的龍妹做愛?,01/23,2022.0,1
1145,sted0101,→,柯文哲是不是失職了? 還不叫車全載走?,04/09,2022.0,0
1146,psw,推,要夠正才有，不然龍妹，每人都會想閃,07/17,2022.0,1
1147,insidelonely,推,暖,07/16,2022.0,0
1148,Recoverism,噓,為什麼這醜女肥龍會有工具人啊能不能告訴我你各位,04/23,2021.0,1
1149,rs6000,噓,肥婆,01/08,2022.0,1
1150,stevieRV,→,會躲在車底偷拍的 這貨不行啊,08/04,2022.0,0
1151,BaRanKa,→,你不敢當在野的聲音我就當你瘦皮猴,11/10,2022.0,2
1152,zausa,→,勾惡就沒料也沒奶啊,04/24,2022.0,2
1153,coffee112,→,骨感好重...=_=瘦不拉基,09/11,2021.0,2
1154,MASAMII,推,差不多瘦皮猴而已吧,10/05,2021.0,2
1155,ms0545173,推,+9很多瘦皮猴 都是靠圍毆才得利,11/12,2021.0,2
1156,Ayanami5566,推,幹  太瘦了吧  非洲難民?,10/16,2022.0,2
1157,lou3612,推,我醜男不找龍妹要單身一輩子嗎,02/07,2022.0,1
1158,justice2008,→,愛台灣就要加入台灣對 唯一支持!!!,11/24,2022.0,0
1159,Ashuya,噓,這種8+9鳥仔腳有夠醜,07/29,2022.0,2
1160,pigc,→,有政府，不缺電，只會叫企業發電,03/20,2022.0,0
1161,JUSTNONE,→,照騙而已 本人見到後就是個瘦排骨....,09/04,2022.0,2
1162,leoloveivy,→,最有趣的事這種人會比健身瘦皮猴健康,11/23,2022.0,2
1163,jj1379746,噓,沒奶子 不用看了,10/24,2021.0,2
1164,greensdream,→,還很愛對路過的女生品頭論足，胖的醜,08/06,2022.0,1
1165,crazycomet,推,你以為龍妹看得上你？,11/29,2022.0,1
1166,defendor007,→,水桶腰,09/15,2021.0,1
1167,j55888819,推,沒奶子又長得醜 跟你哭只想給她兩巴掌,10/13,2022.0,1
1168,kevin1221,推,台灣一堆扁奶怪，個性又機歪,08/24,2022.0,2
1169,dancepop,推,還真敢講,04/26,2022.0,0
1170,scores,→,反惡魔旅館不是應該po 紙片人系列,06/19,2022.0,2
1171,chith,推,對又醜又肥又臭又髒的當然沒感覺,10/12,2022.0,1
1172,amare1015,推,肥婆國師會吧,10/30,2022.0,1
1173,wt5566,推,我覺得謝忻還比較丟臉，阿翔不帥又瘦皮猴,02/06,2022.0,2
1174,dddc,噓,支那賤種超愛外遇肥婆,07/26,2022.0,1
1175,Mradult,推,真的就技術問題，這題還能55波也是神奇,12/16,2021.0,0
1176,kevin1221,→,誰要找醜又沒$的，還沒奶就更慘,10/01,2022.0,2
1177,cookiecloud,噓,扁奶滾啦幹,08/11,2022.0,2
1178,cookiecloud,噓,扁奶滾啦幹,06/18,2022.0,2
1179,shine32025,→,超越馬英九的 必蔡英文,02/19,2022.0,0
1180,kino056,→,山豬寶寶：好冷 胖叔叔救我 然後就被烤,09/10,2022.0,1
1181,RoaringWolf,推,沒po照片，沒奶照，還想要風向，當網,07/17,2022.0,2
1182,TheGame,→,鳥仔腳，我不行,03/13,2022.0,2
1183,poco0960,→,你初戀扁奶，可憐,11/29,2022.0,2
1184,armani1209,噓,舔起來，党的懶趴又香又甜,05/07,2022.0,0
1185,aggressorX,→,不該 難道你想看龍妹服務生?,09/06,2021.0,1
1186,Housetobe,推,又肥又醜 肛門跟嘴巴都很會噴屎,11/23,2022.0,1
1187,heci1941,→,"""一團肉""，能貴到哪裡? 為何能跟各類的",05/02,2022.0,0
1188,r0ck123,推,你覺得醜就不能上街 那肥宅全部去自殺,11/01,2022.0,1
1189,NSRC,→,矮秃肥老醜窮包莖短屌洋人　都贏各位,09/11,2021.0,1
1190,gameforever,推,禿醜矮胖窮，哪一個比較差？,04/29,2022.0,1
1191,qscf753,推,其實我不懂英女王的喪禮已經變成限時景點,09/17,2022.0,0
1192,Usayhiisayha,噓,太胖了吧 你胖的像豬,06/30,2022.0,1
1193,zack85092100,噓,只有龍妹 樓下常約,10/01,2022.0,1
1194,asters,推,沒奶子也想,09/15,2022.0,2
1195,kickflip,推,加油  勞工權益第一炮,06/23,2016.0,0
1196,leevarchu,推,大,12/20,2022.0,0
1197,antiall,推,肚子肉擠出來了,10/07,2021.0,0
1198,yyxjpaids1,噓,台大馬偕不做是故意想搞阿北？,05/07,2022.0,0
1199,onstar,→,龍妹溫和不打你，正妹生氣會打人，你選？,12/01,2021.0,1
1200,fransice7,噓,左二沒奶子滾喇幹,10/15,2022.0,2
1201,Luwan,噓,"老早就不是了,你活在哪個年代?",12/12,2021.0,0
1202,dolp,→,而已,03/03,2022.0,0
1203,skylion,→,小腿太粗了,06/10,2022.0,1
1204,Sagemode,推,朝聖17.2，8,02/08,2006.0,0
1205,gustid,推,那胖子是內外都醜陋 嘔嘔嘔嘔嘔,08/30,2022.0,1
1206,huk40199,→,在路上看到都瘦巴巴的,11/23,2022.0,2
1207,joemax19,推,"2010 神豬被開槍時,流彈打死一個流浪漢",11/04,2021.0,1
1208,chunfo,推,全世界共同找一個小島讓甲甲建國,11/26,2021.0,0
1209,victor87710,→,但背面那張一堆屁股也太塌了,07/20,2022.0,2
1210,lonelyQQ,推,反觀八卦版死肥豬,11/14,2021.0,1
1211,gulugulupp,推,瘦扁奶 幹骨頭就是爽,08/14,2022.0,2
1212,pinhanpaul,推,扁奶怪,08/25,2022.0,2
1213,shellback,→,上任前就知糖衣毒藥 現在惡果來了才要,08/11,2022.0,0
1214,bezbol,→,popping 你紙片人喔,07/18,2022.0,2
1215,youngwen26,→,紙片人跟撞桌角差不多,08/26,2021.0,2
1216,louis5265,→,腿粗的喜歡穿黑絲高跟，像滷豬腳,10/15,2022.0,1
1217,gLid3,推,沒臉沒奶的不會跳舞 紅不起來,09/04,2021.0,2
1218,reasonsin,→,阿勇你的手指肥肥的,05/31,2022.0,1
1219,YALEMY,→,價物價比真的,08/21,2022.0,0
1220,erty2852,噓,死肥豬掛了而已,11/13,2021.0,1
1221,Zionward,推,其實龍妹相處起來常常比正妹感覺好耶,07/14,2022.0,1
1222,claretcider,→,來演喜劇片嗎,01/04,2022.0,0
1223,bruce511239,→,那三張都沒奶子,08/30,2021.0,2
1224,poi96300,噓,死胖子 滾,04/20,2022.0,1
1225,bread220,推,圖片是正妹，來的是龍妹,09/08,2021.0,1
1226,a0226958831,→,都沒有 難怪被法律系的綠共玩爽爽,06/09,2021.0,0
1227,yaritai,推,這肥婆是誰,05/22,2022.0,1
1228,CozyLife,→,ㄏㄏ瘦皮猴養成日記,11/01,2022.0,2
1229,ausstin,推,那邊一堆追焦跟壓車仔,12/10,2021.0,0
1230,SimplePraise,→,雙標到笑出來,04/15,2022.0,0
1231,homie407,→,幹 好醜好肥 這誰啊,06/22,2022.0,1
1232,MarcPolo,→,T-Mac 你...（錯,04/07,2022.0,0
1233,b0204888100,推,看起來就是沒被照顧好 瘦巴巴的,06/02,2022.0,2
1234,ljuber,推,:本人出來爆掛 這才是八卦版!,07/18,2011.0,0
1235,a3221715,噓,醜 沒奶,11/20,2022.0,2
1236,eric4309,噓,死而復活、死而無憾,01/09,2022.0,0
1237,sazabisazabi,噓,是不會用學姐的肥皂擦屁股嗎,08/30,2022.0,0
1238,louis7656,噓,肥婆,05/10,2022.0,1
1239,serenitymice,→,醜噁肥男,06/28,2022.0,1
1240,Audien,推,看體重啦 一堆瘦皮猴拉很多下自以為很強,08/25,2021.0,2
1241,elec1141,推,龍妹,10/02,2021.0,1
1242,nbgfdew,推,12盤真的是肥宅之恥....吃這點也能胖?,10/05,2022.0,2
1243,DonDonFans,噓,沒奶還穿殺小胸罩 滾,12/03,2022.0,2
1244,cookiecloud,推,奶子越大越好，扁奶滾啦幹,05/06,2022.0,2
1245,kiopl,推,投胎斷食法 可以瘦到見骨,10/26,2021.0,1
1246,amare1015,→,瘦不拉姬他媽喬個車都喬不動的弱咖打78,02/11,2022.0,2
1247,HUNT007,→,ㄧ期肥婆等毒瘤推翻來贏得四期心,12/03,2021.0,1
1248,http481,→,BMI30在八卦是瘦成皮包骨的,05/23,2022.0,2
1249,pieceiori,→,支持胖子的噁心 支持林的愛大便 呵呵,01/06,2022.0,1
1250,berryc,→,道會踢輸你紙片人嗎 XDD ?,01/31,2022.0,2
1251,aquaunder,推,死肥豬,08/26,2021.0,1
1252,vb128252,推,副作用是肥肚肚,06/16,2022.0,0
1253,Freeven,推,委婉的說你又胖又醜的意思,08/31,2021.0,1
1254,sismiku,→,園子==,02/02,2022.0,0
1255,andytaso,→,樓下沒奶子,08/30,2021.0,2
1256,trywish,→,所以懂的話就知道，民代立法下，就會一堆,11/03,2022.0,0
1257,lostguy,噓,菸酒色醜老頭加豬鼻富家女加網軍胖子,11/24,2022.0,1
1258,protoss666,推,不會 沒奶 沒臉,04/22,2022.0,2
1259,scum5566,噓,後面幾張根本沒奶子  這樣很不和平,09/10,2021.0,2
1260,yoomin4u,噓,台女比較胖腿比較粗？？？,02/20,2022.0,1
1261,XDdong,→,但用龍妹硬上肯定會吃女拳 所以忍耐吧,03/30,2022.0,1
1262,chigo520,推,證明人帥真好，有錢變醜變胖也沒差,01/10,2022.0,1
1263,greg7575,推,低能扁奶怪,09/07,2021.0,2
1264,YSJ543,推,兩點一線累到躺平是有啥好看的,04/11,2022.0,0
1265,Casper50,→,漫畫沒帶 動畫沒奶沒妹子 怎麼好看？,10/09,2021.0,2
1266,mbblgg007,推,推你 幹我早看台中那死胖@^%#&?!'$,10/07,2015.0,1
1267,louis13,推,我真的覺得大樓應該強制加裝隱形鐵窗 不,01/24,2022.0,0
1268,BaRanKa,→,美波甜不辣手我忍痛分你,03/07,2022.0,1
1269,dafeichai,→,死黑鬼胖女人，人醜心也醜,02/20,2022.0,1
1270,offdensen,推,今後就是肥宅的天下啦 瘦皮猴7414,11/24,2021.0,2
1271,ddijk,推,還是選龍妹大奶好了 關燈之後還是能用的,08/14,2022.0,1
1272,kenro,推,身材很竹竿,03/08,2022.0,2
1273,ansfan,噓,台女有些沒奶子,04/13,2022.0,2
1274,Arnol,噓,記得去跟非洲瘦得皮包骨的小朋友說很羨慕他,11/14,2021.0,2
1275,THANN,推,刺青、鳥仔腳、瓜皮安全帽,04/11,2022.0,2
1276,DICB,噓,呵呵早起運動減水桶腰?,03/05,2016.0,1
1277,Xhocer,推,幹這肥豬吧,08/04,2022.0,1
1278,fantasyscure,推,台男太肥太醜太矮 連雞排都不要,11/02,2022.0,1
1279,winer5566,→,笑死 油頭也嫌 齊劉海也嫌 肥宅自己醜,11/29,2021.0,1
1280,lolic,推,我認識一個心臟病患者也是瘦皮猴,11/01,2021.0,2
1281,cheng7,→,不查證亂發文的大概也都是同一批你我他,05/31,2022.0,0
1282,amare1015,噓,有一兩個鳥仔腳真的太欠噓了 細到爆,11/25,2021.0,2
1283,cutegirl68,噓,違法？違什麼法？,09/09,2022.0,0
1284,dogdream,→,沒奶再怎麼波浪也沒用,01/05,2022.0,2
1285,s370515,推,很會玩,08/07,2022.0,0
1286,Yude0109,推,肥婆,04/16,2022.0,1
1287,olivewood,→,小馮沒奶又沒屁股R，水卜櫻屌打好嗎,05/14,2022.0,2
1288,cookiecloud,推,扁奶滾啦幹,02/16,2022.0,2
1289,kevin1221,→,很會跑的都瘦皮猴，沒有巨的,09/13,2021.0,2
1290,yahappy4u,→,BMI18以下紙片人不行啦,01/10,2022.0,2
1291,WeasoN,噓,沒奶子給噓 貼了奶子我再補推,09/06,2021.0,2
1292,katanakiller,→,標準低一點找個醜肥龍妹應該很輕鬆,05/25,2022.0,1
1293,Forcast,→,有幹到鳥仔咖，紙片人,10/04,2021.0,2
1294,goodfuture,→,"說不要吃太胖,後來認豬時裡面沒有瘦的",01/23,2022.0,1
1295,Brucetk,→,有小胖的臉醜嗎，沒有嘛,04/09,2022.0,1
1296,Rektgg,推,$,08/07,2018.0,0
1297,ePaper,→,人家骷髏人喝了都沒事你在那邊管,10/04,2022.0,2
1298,dean0911,推,肥可以減啊…醜，整形也是塑膠,10/20,2021.0,1
1299,ChenYenChou,→,就典型外勞體格 瘦小扁柴,07/14,2022.0,2
1300,GUMIGUMI,噓,這種智障言論誰會信啊？,10/02,2022.0,0
1301,chris0694,→,當初沒傳染給小孩就 嗯嗯嗯嗯嗯嗯,06/28,2022.0,0
1302,Filthy1218,推,靠北，叫肥肚中年大叔野炊野宿，怎麼,01/31,2022.0,1
1303,nextpage,→,扁塌屁股，貢丸插竹筷身材的女人退流行,08/31,2021.0,2
1304,pariswoman,噓,死肥豬臭肥宅啦,08/30,2022.0,1
1305,JayceYen,噓,乾瘦猴子身材好在哪？,03/04,2022.0,2
1306,nakayamayyt,推,kate upton肥版 很讚,11/27,2022.0,0
1307,GPX2020,噓,詐騙 扁奶怪,08/11,2022.0,2
1308,mosqutiolamp,→,智障肥婆,05/14,2022.0,1
1309,fenix220,推,智障市 不EY,12/19,2021.0,0
1310,hikaru1398,推,西野真的可憐，要奶沒奶，要演技沒演,09/23,2021.0,2
1311,LostInTime,噓,玻璃鳥仔腳就不要學人家開車，很危險,06/03,2022.0,2
1312,aqsss,→,勿忘銀河星爆  西提市&歐米龍妹妹發源地,05/05,2022.0,0
1313,you1111,噓,所以瘦不拉機或死胖子台男都該檢討啊 人,12/22,2021.0,2
1314,arickal,推,看到胖子真的會讓人覺得噁心,07/17,2022.0,1
1315,marktak,推,沒奶 沒救,11/15,2021.0,2
1316,imundefeated,推,他們會説打不一樣的效果較好,01/16,2022.0,0
1317,Yude0109,→,果都選肥婆,12/02,2021.0,1
1318,brianuser,推,你朋友是骷髏人?,01/05,2022.0,2
1319,damingli90,噓,肥得跟豬一樣 長得又醜 只有兩顆大奶,01/24,2022.0,1
1320,prelight,→,民進黨的總是罵那些有先見之明的不愛台,03/15,2022.0,0
1321,kawazakiz2,→,沒有胸但鳥仔腳的更多,02/17,2022.0,2
1322,VVii,→,神啊 求求您大發慈悲 收了萬惡肥婆,08/18,2022.0,1
1323,overall,推,鳥仔腳真的不好看,03/02,2022.0,2
1324,coon182,推,五樓天天喝可樂吃洋芋片胖的跟豬一樣,11/25,2022.0,1
1325,balahaha,噓,f12.......肥宅文跟柴犬符號正式死光....跟lasda跟胡醜,08/15,2014.0,0
1326,peterpankk,→,反正四年後不關我的事,12/02,2022.0,0
1327,aa384756,→,錢人會讓kmt那可憐的政治獻金補滿嗎,12/19,2021.0,0
1328,zszsdd,→,都沒碰到，自己是沒奶嗎,01/08,2022.0,0
1329,muzik,推,教練一堆瘦皮猴好嗎= =,10/13,2021.0,2
1330,s12108478,→,道如果得獎反而怪怪的吧,11/04,2022.0,0
1331,mikeneko,推,好想揉阿肥的肚子,08/20,2019.0,0
1332,Beccaria,推,新竹人選出柯建銘超自豪，在那叫什麼,11/03,2022.0,0
1333,kiwidoit,噓,八成是龍妹被偶像藝人照片騙,05/29,2022.0,1
1334,Deparic,推,跟我之前想的差不多,03/14,2018.0,0
1335,hitsukix,推,要監察院這單位動起來 要等肥婆睡醒吧,11/14,2021.0,1
1336,dbdudsorj,推,哇靠 瘦得剩骨頭 好好保重,08/26,2021.0,2
1337,a210510,推,一定是扁奶又醜又龍,11/05,2022.0,2
1338,pigpig861,推,腥肝寶貝 好幾年沒進吐槽版了,03/04,2022.0,0
1339,stvn2567,→,墨綠大聯盟：富得流油 神豬去死,02/21,2022.0,1
1340,a27588679,→,8+9才喜歡鳥仔腳,04/30,2022.0,2
1341,yeh67,→,外省 肥豬 物以類聚 無恥又貪婪 死愛錢,04/29,2022.0,1
1342,amare1015,推,人帥真好 人醜性騷擾 肥宅等妹仔報警吧,04/09,2022.0,1
1343,bumerang,推,8+9台女 鳥仔腳也在囂張,10/05,2021.0,2
1344,cfesun,推,不自殺聲明咧？,02/21,2015.0,0
1345,goval,推,身高扣體重大於110滿標準的 真肥婆別做夢,12/16,2021.0,1
1346,fidelity77,→,沒這麼不堪,11/08,2022.0,0
1347,gn7722,推,又醜又沒奶,11/20,2022.0,2
1348,orzzroGC,→,廢物支那沒義氣，學金小胖好嗎？,03/03,2022.0,0
1349,momoispig,噓,=====肥宅那麼胖還吃!!浪費資源!!想想非洲的孩子=====,05/31,2015.0,1
1350,neoa01,推,你想多了，他面對的是黨國一體完全執政的,07/28,2022.0,0
1351,ispy03532003,推,扁奶大齡醜妹滾喇幹,05/20,2022.0,2
1352,linein,→,這個id好眼熟，書唸畢業了嗎,11/07,2015.0,0
1353,kaodio,→,肥婆自己黑掉又要怪鄉民了,04/15,2022.0,1
1354,logitech2004,噓,身心受創也太誇張,11/29,2022.0,0
1355,shadowless,→,貌平凡，但是被你們歸類到龍妹的女人,02/07,2022.0,1
1356,gakki520,噓,顆顆,10/16,2022.0,0
1357,preisner,→,學五樓直接肛就對了,11/30,2021.0,0
1358,j32072,推,每個屁股都這麼塌也不容易,07/20,2022.0,2
1359,kazake,推,時中要來蹭了,04/06,2022.0,0
1360,gjlcky098875,推,檢舉上千案...難怪被盯上,06/09,2022.0,0
1361,erick70109,噓,垃圾昶的死肥豬,01/08,2022.0,1
1362,henryhao,推,1.5博士後援會,12/05,2021.0,0
1363,Adicia,→,龍妹滾邊,12/18,2021.0,1
1364,aquafox,→,奶還好 不要給我瘦到剩骨頭 會痛,11/28,2021.0,2
1365,newking761,推,沒奶穿這個，很醜,03/05,2022.0,2
1366,b90022790,推,NSFW前一批的員工真的比較有感,02/05,2022.0,0
1367,felixr0123,→,再給對方弄死一次呢,06/24,2022.0,0
1368,aa1052026,→,管怎樣都要捐,11/13,2022.0,0
1369,denny41606,噓,當兩年的現在還不是一堆瘦皮猴,03/31,2022.0,2
1370,aa7520tw,→,你想想嘛，太瘦淦起來像是撞骨架，會爽,07/20,2022.0,2
1371,lunasiao,噓,1你太肥2你太醜3你太臭4以上皆是,06/23,2022.0,1
1372,Justinchen,→,+9腦袋空空刺半甲瘦皮猴 靠臉一樣吃,12/01,2022.0,1
1373,ChikanDesu,噓,媽的怎麼變那麼胖 吃好睡好,02/13,2022.0,1
1374,glion,推,反惡魔旅館　應該貼營養不良的骷髏人吧,06/20,2022.0,2
1375,Coolman54,噓,類龍妹,05/03,2022.0,1
1376,k44754,→,那些搞到鳥仔腳的根本有事,04/30,2022.0,2
1377,ispy03532003,推,全世界都欠那個胖宅一座諾貝爾獎,03/02,2022.0,1
1378,ss02pupu,推,就是扁阿 胖的扁 瘦的扁以下省略3000字,06/02,2022.0,2
1379,Doub1eK,噓,就跟蘿莉沒奶子 但一堆蘿莉控一樣,07/17,2022.0,2
1380,pttboy99,推,瘦皮猴國中生也在砸店 笑死,09/05,2021.0,2
1381,z32510z,噓,沒奶子怎麼選？,11/06,2022.0,2
1382,YU0121,推,都說被我打到跑了 所以只有老照片,09/25,2015.0,0
1383,j55888819,推,一堆扁奶醜女都在抵制正妹露奶阿,09/05,2021.0,2
1384,a7788783,→,肥宅肚子流出來的油，這意思,12/06,2021.0,1
1385,qscxz,噓,沒奶子就輸在起跑點了阿,04/16,2022.0,2
1386,happy00618,→,肥婆就肥婆，棉三小啦,04/20,2022.0,1
1387,XiaoAnn,推,新政治你敢嘴？,01/30,2022.0,0
1388,wawaking1,推,男生胖還可以但是矮就真的沒救了，矮男,08/27,2021.0,0
1389,searchmark,噓,瘦子又不一定好看 鳥仔腳超難看,07/11,2022.0,2
1390,EEzionT,→,修圖龍妹 最後剩一個超難聊,08/06,2022.0,1
1391,ggbi4zzz,噓,扁奶醜女干我屁事,12/14,2021.0,2
1392,action426,噓,死肥豬,09/10,2021.0,1
1393,kenhiro5566,推,會嗆鳥仔腳 不練腿吧,02/03,2022.0,2
1394,a27588679,噓,麥當勞的雞塊吧,01/24,2022.0,0
1395,howard24,推,龍妹嘔嘔嘔,09/04,2021.0,1
1396,ev331,→,瘦到變一把骨頭,08/26,2021.0,2
1397,y9111116,→,你真的懂男性嗎？,09/23,2022.0,0
1398,gve50714,推,龍妹吧,08/29,2022.0,1
1399,percussion,噓,腿太粗...,09/30,2021.0,1
1400,gaussjordan,→,家打槍的肥婆在取暖的地方嗎,06/24,2022.0,1
1401,fatychatm,推,長得醜的肥宅又性成癮不久很痛苦,12/20,2021.0,1
1402,yman,→,在ㄉ+9只剩會叫囂的瘦皮猴而已,09/12,2021.0,2
1403,OPPAISuki,推,腿很白很細 但太瘦沒屁股沒奶,02/07,2022.0,2
1404,vdml,→,有很多蛇精鳥仔腳怪啊,10/19,2022.0,2
1405,wolver,推,沒奶子,10/19,2021.0,2
1406,sky912745,→,示意推屁股太塌了吧,09/06,2021.0,2
1407,YSJ543,推,沒奶子就算了吧,11/28,2021.0,2
1408,takeda3234,推,很懂,04/14,2022.0,0
1409,akirakid,推,我覺得就一個地方一個地方同溫層，我當,09/22,2022.0,0
1410,widec,→,蔡英文把民主進步黨搞成獨裁墮落黨的下場,08/12,2022.0,0
1411,berryc,推,不是啊沒奶有沒奶的穿法..穿這樣根本呵呵,08/16,2022.0,2
1412,lavign,→,鳥仔腳難看,03/15,2022.0,2
1413,weron,→,店就思夢樂最便宜，品質也還不錯,12/31,2021.0,0
1414,Bujo,噓,鳥仔腳真的噁心,07/16,2022.0,2
1415,financial911,→,配合度100的龍妹還有60分,11/08,2021.0,1
1416,loadingN,噓,有些肚子看起來很大 可能是肥婆啊,09/18,2021.0,1
1417,CoverMind,噓,瘦皮猴站肌肉男？中國跟美國？,08/06,2022.0,2
1418,aaronbest,→,鄉民一命賠一命喔,09/18,2022.0,0
1419,nikewang,→,鳥仔腳穿短褲 能看嗎,11/06,2021.0,2
1420,PussySucker,噓,紙片人真的都處男在喜歡的,10/11,2021.0,2
1421,hsu0612,推,肥婆,05/14,2022.0,1
1422,charlie83,推,shake shack才真的讚,08/16,2022.0,0
1423,gay7788,→,肥宅呼吸就會胖,05/03,2022.0,1
1424,james732,→,二樓人還不錯就是有點醜有點矮有點肥,08/31,2022.0,1
1425,inshadow,→,打PTT西斯老阿姨龍妹,09/01,2021.0,1
1426,maticsakura,推,塔綠作圖班最近戰力很差哦,10/19,2022.0,0
1427,Jinx,推,酸宗痛,05/29,2022.0,0
1428,sonyabear,→,PH繼續換政確CEO啊？現在上去一堆龍妹,09/05,2022.0,1
1429,welcomer,噓,一條龍,10/12,2022.0,0
1430,gn01948540,推,台灣言論自由只在罵跟党不同陣營的,07/22,2022.0,0
1431,iPolo3,噓,找五樓騷淫叫龍妹破處,11/28,2022.0,1
1432,GGrunrundela,噓,公主肥龍一條 超愛這醜男 論外表兩,07/10,2022.0,1
1433,catatonic,推,一定是那種瘦不拉基的高中生 但是力大,10/31,2021.0,2
1434,trylin,推,沒奶就沒有這個問題,09/04,2021.0,2
1435,charles716,推,可憐的肥宅被增胖了 因為你不是是女的,08/26,2021.0,1
1436,jaceda,噓,"高個屁啊,DPP連基本的都爛的一塌糊塗",12/01,2022.0,2
1437,DIVIS,→,可是很多都瘦皮猴,06/08,2022.0,2
1438,Usayhiisayha,噓,沒奶子哦 奶子勒,09/24,2021.0,2
1439,kawazakiz2,推,今天怎麼沒奶子,11/10,2022.0,2
1440,yymeow,推,震怒 2.0,03/16,2022.0,0
1441,bigbill,推,覺青都是這種娘泡瘦皮猴嗎?,12/15,2021.0,2
1442,hbk20491,噓,笑死 你做愛 要撞骨頭 瘦肉精嗎,03/02,2022.0,2
1443,airwun,推,沒有精武門 90分,01/01,2023.0,0
1444,iphone55566,推,肥宅：我真的很醜嗎 女森：不會啊,09/12,2021.0,0
1445,Beltran,→,紙片人,11/02,2022.0,2
1446,WhiteWhale,噓,肥婆閉嘴,12/19,2021.0,1
1447,WeiMinChen,→,我認識一個全身肌肉結果被一個瘦皮猴,03/02,2022.0,2
1448,ssw0929,推,肥宅就要配龍妹，門當戶對,04/08,2022.0,1
1449,Nobi777,→,求那種紙片身材鳥仔腳 見面都在互相舔屄,01/24,2022.0,2
