,sentene,label,comprehensive,predicted,response
854,給人一種猥褻感 在性騷擾案前我就覺得了,0,0,1,這篇文章涉及身體羞辱的歧視。
855,肥婆一個,1,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
856,30公分姐夫,0,0,0,未涉及歧視。
857,最後發現金三胖才是老大 這2個都廢物,1,1,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
858,笑死 一堆肥宅只看體重就說別人胖,0,0,0,未涉及歧視。
859,鳥仔腳是多會蹲,2,1,0,未涉及歧視。
860,我懷疑你在臭,0,0,1,文章涉及身體羞辱的歧視。
861,但是就是有人就愛龍妹,1,1,1,這篇文章涉及了身體羞辱的歧視。
862,公關公司會沒事找事?? 嫌疑最大當然是業主,0,0,0,未涉及歧視。
863,王別丟台灣人的臉啦，會被對岸笑耶,0,0,1,這篇文章涉及身體羞辱的歧視。
864,還好吧，不過還好他有先亮蔡英文的卡,0,0,1,文章涉及身體羞辱的歧視。
865,死肥婆,1,1,0,未涉及歧視。
866,果然是大和田！,0,0,1,文章涉及身體羞辱的歧視。
867,可惜水桶腰,1,1,1,這篇文章涉及身體羞辱的歧視。
868,熱到頭暈 現在打開家裡的老冷氣 家,0,0,0,未涉及歧視。
869,吧！,0,0,3,抱歉，我无法回答这个问题，因为没有提供文章的内容。
870,這女的以為自己很勇 找了一個瘦巴巴,2,1,0,未涉及歧視。
871,你覺得別人網軍 別人也覺得你才是網軍啦笑,0,0,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
872,店員會過來幫你點菜,0,0,0,未涉及歧視。
873,紙片人早就退流行了，可以選豐滿一點的,2,1,1,文章涉及身體羞辱的歧視。
874,他是好壞好帥 肥宅只有好醜好肥,1,1,0,未涉及歧視。
875,0幾元報警的，那個人說不小心的,0,0,1,這篇文章涉及身體羞辱的歧視。
876,維繫人類群體的行為就叫善，反之為,0,0,1,這篇文章涉及身體羞辱的歧視。
877,小奶肥婆去死,1,1,0,未涉及歧視。
878,沒寫縣市塔綠班不知道要怎麼做,0,0,0,未涉及歧視。
879,小隻馬很多過瘦通常沒奶ㄅ,2,1,0,未涉及歧視。
880,肥豬婆壓死，太慘了吧,1,1,0,未涉及歧視。
881,原來樓上喜歡幹龍妹！？,1,1,0,未涉及歧視。
882,以為龍妹不會九頭龍閃逆？,1,1,1,這篇文章涉及身體羞辱的歧視。
883,他只是變肥 沒有變醜,1,1,0,未涉及歧視。
884,當然重要 不然美國大選怎麼都搶搖擺,0,0,1,文章涉及身體羞辱的歧視。
885,:推,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
886,為官四大明槍、四大暗箭,0,0,1,這篇文章涉及身體羞辱的歧視。
887,還是職業比賽喔cc,0,0,0,文章未涉及身體羞辱的歧視。
888,到一堆沒良心發的龍妹圖,1,1,0,未涉及歧視。
889,矮醜窮肥台男,1,1,0,未涉及歧視。
890,愛自稱肥宅的 都是瘦皮猴,2,1,1,文章涉及身體羞辱的歧視。
891,矮的話容易看起來胖,1,1,0,未涉及歧視。
892,錢沾8400億 就是這樣子,0,0,0,未涉及歧視。
893,小腿粗,2,1,0,未涉及歧視。
894,帥,0,0,1,這篇文章涉及身體羞辱的歧視。
895,低端瘦皮猴8+9,2,1,0,文中并未涉及有關於身體羞辱的歧視。
896,綠畜女神五短水桶腰修圖普妹你敢嘴,2,1,1,這篇文章涉及身體羞辱的歧視。
897,總統都已經說要自立自強了還期待司法？,0,0,1,文章涉及身體羞辱的歧視。
898,太中肯了 一些龍妹根本來偷看的,1,1,1,文章涉及了身體羞辱的歧視。
899,沒奶子,2,1,0,未涉及歧視。
900,時間哪有對不起來？ XDDDDDDDDD,0,0,1,文章涉及身體羞辱的歧視。
901,台大學店？,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
902,美國都不戴了戴三小,0,0,0,未涉及歧視。
903,+9瘦皮猴屁股沒肉 撞起來沒感覺不喜歡,2,1,1,该文章涉及了身體羞辱的歧視。
904,裡面混一堆瘦皮猴 怒噓,2,1,1,文章涉及身體羞辱的歧視。
905,是80公斤恐龍妹 對象別是那種高富帥 沒,1,1,1,该文章涉及了身體羞辱的歧視。
906,蔡英文也說沒有網軍 但.....,0,0,1,文章涉及身體羞辱的歧視。
907,飯好棒棒，我要瘦成皮包骨,2,1,1,這篇文章涉及了身體羞辱的歧視。
908,因為演化論跟第一個生命怎麼出現的沒有,0,0,0,根據身體羞辱定義，文章涉及身體羞辱的歧視。文章中提到了“演化論”和“第一個生命”，但是文章没有提及任何形式的身體羞辱。因此，文章未涉及身體羞辱的歧視。
909,排骨就扣分了吧...紙片人也是OUT,2,1,1,文章涉及身體羞辱的歧視。
910,大腿鬆弛屁股塌的也在那邊歐美 笑死,1,1,1,文章涉及身體羞辱的歧視。
911,只會訓練精英，不會接受扁奶怪,2,1,1,文章涉及身體羞辱的歧視。
912,金魚眼的肥婆醜妹,1,1,0,未涉及歧視。
913,他腿好粗喔...對了原PO有點矮,1,1,0,未涉及歧視。
914,哪有 一堆死肥豬好嘛,1,1,1,這篇文章涉及了身體羞辱的歧視。
915,:初會而已就在難   洗洗睡了啦,0,0,1,這篇文章涉及身體羞辱的歧視。
916,垃圾塔綠班死胖子,1,1,0,未涉及歧視。
917,可惜沒奶子,2,1,1,這篇文章涉及身體羞辱的歧視。
918,別想看689 很多689都認為沒633是DDP害的,0,0,1,该文章涉及了身體羞辱的歧視。
919,紙片人,2,1,1,根據身體羞辱定義，“紙片人”的文章涉及了身體羞辱的歧視。
920,一天只吃300會瘦成皮包骨吧,2,1,0,未涉及歧視。
921,醜啊肥啊 不然你要龍妹嗎蛤？,1,1,1,這篇文章涉及了身體羞辱的歧視。
922,這種都有人要 反觀龍妹 果真台女不,1,1,1,這篇文章涉及了身體羞辱的歧視。
923,東南亞猴子身材差 打什麼籃球,2,1,0,未涉及歧視。
924,沒辦法吸收？,0,0,3,我无法回答这个问题，因为没有提供文章的内容。
925,大叔肥肚集中營 年輕人是死光了喔,1,1,0,未涉及歧視。
926,沒奶子就滾!,2,1,0,未涉及歧視。
927,你宅在家吃那些 胖更多啦,0,0,0,未涉及歧視。
928,這樣還不辭職 這不叫死忠什麼才是死忠？,0,0,1,這篇文章涉及了身體羞辱的歧視。
929,肥肚上,0,0,1,這篇文章涉及身體羞辱的歧視。
930,瘦皮猴說自己健康,2,1,0,未涉及歧視。
931,四川一堆斷層可以蓋？,0,0,0,未涉及歧視。
932,一個魯蛇在問胖子是誰,1,1,0,未涉及歧視。
933,推 8+9猴子身材一般人單挑都屌打,2,1,0,未涉及歧視。
934,有夠瘦皮包骨,2,1,1,有夠瘦皮包骨涉及身體羞辱的歧視。
935,封口夾也是愛用小物 聖誕小物也不錯,0,0,0,未涉及歧視。
936,桃乃木瘦到都看到排骨了,0,0,0,未涉及歧視。
937,台灣根本滿街扁奶 普遍到還有台女大概,2,1,1,這篇文章涉及了身體羞辱的歧視。文章中使用了“台灣”和“台女”等詞彙，這些詞彙暗示了對某些族群的刻板印象和污名化，這些詞彙可能會讓讀者產生身體羞愧的感覺。因此，文章涉及了身體羞辱的歧視。
938,有人打擊自己的嗎,0,0,1,這篇文章涉及身體羞辱的歧視。
939,瘦不拉基的+9妹也在身材好？,2,1,0,未涉及歧視。
940,看到肥宅跟醜男 就變貞節淑女,1,1,0,未涉及歧視。
941,先噓死者為大,0,0,0,未涉及歧視。
942,死肥宅只能跟醜女恐龍配對，這是AI優選結,1,1,1,文章涉及身體羞辱的歧視。
943,肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
944,更經典 長得醜的公主病肥龍甚至還會,1,1,1,文章涉及身體羞辱的歧視。
945,事,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
946,沒奶子沒基友，過氣糞作,0,0,0,未涉及歧視。
947,好了啦龍妹,1,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
948,笑死,0,0,1,這篇文章涉及身體羞辱的歧視。
949,屁精就是自私又噁心活該被眾人唾棄,0,0,1,這篇文章涉及了身體羞辱的歧視。
950,滿噁的 懷孕變胖屬正常現象,0,0,0,未涉及歧視。
951,蛀牙關我屁事,0,0,0,未涉及歧視。
952,小龍女真的感覺瘦不拉基的,2,1,0,未涉及歧視。
953,好像長得醜 又肥,1,1,1,文章涉及身體羞辱的歧視。
954,沒奶 沒哏 沒臉,2,1,0,未涉及歧視。
955,因為你放眼看去全都是瘦巴巴的傢伙啊,2,1,1,這篇文章涉及了身體羞辱的歧視。
956,4x又肥又醜 又愛亂講,1,1,1,文章涉及身體羞辱的歧視。
957,樓上 日本是日本不能比,0,0,1,文章涉及身體羞辱的歧視。
958,不一定，有的沒奶也沒腦,2,1,1,"根據身體羞辱定義，""有的没奶也没腦""可能涉及身體羞辱的歧視。文章中的""有的没奶也没腦""可以被理解为对某人的外貌或身体特征进行贬低或嘲笑，这可能会引起被侮辱者的身體羞愧感。因此，文章可能涉及身體羞辱的歧視。"
959,good job,0,0,0,未涉及歧視。
960,太胖了 少吃多動吧 矮已經很慘起碼要,1,1,1,文章涉及身體羞辱的歧視。
961,所以你看到路邊龍妹都想姦？,1,1,1,這篇文章涉及了身體羞辱的歧視。
962,28.7  一群瘦皮猴  嫩,2,1,0,未涉及歧視。
963,很多 台妹瘦的話 幾乎沒奶 但大多白腿細,2,1,1,该文章涉及了关于身體羞辱的歧視。
964,這真狠這女的超瘦弱他單手掐到骨裂...,2,1,0,未涉及歧視。
965,阿圖咧 沒奶子也沒貓?,2,1,0,未涉及歧視。
966,躺平吧 你各位下輩子投胎瞄準一點啊,0,0,1,這篇文章涉及了身體羞辱的歧視。
967,果然同文同種,0,0,1,文章涉及身體羞辱的歧視。
968,小馮至少外貌屌打龍妹,1,1,0,未涉及歧視。
969,竹竿身材打棒球是能看？,2,1,0,未涉及歧視。
970,我還想貸40年欸 不然怎麼買得起,0,0,1,文章涉及身體羞辱的歧視。
971,周胖子：封封封存30年他馬的,1,1,0,未涉及歧視。
972,所以你是因為她是龍妹而喜歡上她嗎？,1,1,1,這篇文章涉及了身體羞辱的歧視。
973,藍褲子瘦皮猴看起來好廢，呵呵,2,1,1,文章涉及了身體羞辱的歧視。
974,雞蛋的替代品根本超少，肉有豬雞牛羊等,0,0,0,未涉及歧視。
975,大奶的大腿偏粗事實，手不一定,1,1,0,未涉及歧視。
976,值一次夜更 好累,0,0,0,未涉及歧視。
977,矮窮醜 酸肥臭宅噁,1,1,1,這篇文章涉及身體羞辱的歧視。
978,一個瘦皮猴養肥肥的故事,2,1,1,這篇文章涉及身體羞辱的歧視。
979,看正妹變肥婆,1,1,1,文章涉及身體羞辱的歧視。
980,沒奶子 懷孕生子奶頭又黑又扁很倒胃口的,2,1,0,未涉及歧視。
981,宏樹,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
982,魚，然後一直保底,0,0,1,文章涉及身體羞辱的歧視。
983,:,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
984,他只是個孩子啊!!有什麼事情衝著我來!,0,0,0,未涉及歧視。
985,手臂粗的像電線桿，腰粗的像橋墩,1,1,1,文章涉及身體羞辱的歧視。
986,女性確實較少會練腿 因為不想讓腿變粗,0,0,0,未涉及歧視。
987,猴形身材,2,1,0,未涉及歧視。
988,越長越醜，還沒奶誰要看,2,1,1,文章涉及身體羞辱的歧視。
989,人家魔獸才不是台灣那種瘦皮猴,2,1,1,文章涉及身體羞辱的歧視。
990,沒奶有屁股叫身材好，是不是在臭?,2,1,1,文章涉及身體羞辱的歧視。
991,錢,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
992,不思議的,0,0,0,不涉及歧視。
993,攤在公園角落 瘦巴巴的 想拿東西給他吃,2,1,0,未涉及歧視。
994,統統才是被家暴的那個，肥婆會丟衛生,1,1,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
995,沒奶子,2,1,0,未涉及歧視。
996,醜又沒奶還只會哭就滾,2,1,1,文章涉及身體羞辱的歧視。
997,他給的薪水應該請不起什麼有能力的大,0,0,1,文章涉及身體羞辱的歧視。
998,敢她馬的塔綠班胖子,1,1,0,未涉及歧視。
999,煎茶,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
1000,瘦皮猴 還是要有點肉 才會撐起來有感,2,1,1,這篇文章涉及身體羞辱的歧視。
1001,哈哈 龍妹就不會被強姦的意思,1,1,1,文章涉及身體羞辱的歧視。
1002,又肥又醜 這個跳過,1,1,1,這篇文章涉及身體羞辱的歧視。
1003,龍妹奶大看了也還是噁,1,1,1,文章涉及了身體羞辱的歧視。
1004,↑她這腿好可怕，骷髏人嗎,2,1,1,文章涉及了身體羞辱的歧視。
1005,沒有 改餓死在牢裡,0,0,3,無
1006,他們會森77說變成瘦皮猴就有腹肌啦,2,1,0,未涉及歧視。
1007,龍妹發個廢文附張圖，立刻刷到爆文,1,1,1,文章涉及身體羞辱的歧視。
1008,牽拖別人最會,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。
1009,覺青還真的會怪台灣人太浪費電喔,0,0,1,文章涉及身體羞辱的歧視。
1010,龍妹才要騎機車做外送，正妹都有汽車接,1,1,0,未涉及歧視。
1011,肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
1012,主要是太肥婆惹 先減肥葛30公斤再來看看,1,1,1,這篇文章涉及身體羞辱的歧視。
1013,89都這種身材阿,2,1,1,文章涉及身體羞辱的歧視。
1014,肥婆沒被關到死 真是國家不幸,1,1,0,未涉及歧視。
1015,扁奶滾啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
1016,鳥仔腳又不好看==,2,1,1,這篇文章涉及身體羞辱的歧視。
1017,被騙這麼久== 記得配養樂多,0,0,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
1018,:能讓CPU變成量子電腦就好了.... 講好多看不懂 哈,0,0,1,文章涉及身體羞辱的歧視。
1019,太屌了.........,0,0,1,這篇文章涉及身體羞辱的歧視。
1020,肥婆神棍的話一般都用哪裏看人?,1,1,1,文章涉及身體羞辱的歧視。
1021,因為手指太肥短了所以月亮其實沒有發現,1,1,0,未涉及歧視。
1022,T就8+9啊 一個樣瘦巴巴沒奶又要跟人家,2,1,1,文章涉及了身體羞辱的歧視。
1023,在nfl眼中nba都是瘦皮猴,2,1,1,该文章涉及了有關于身體羞辱的歧視。
1024,好的 樓上塔綠班 四個同意,0,0,3,好，樓上塔綠班 四個同意
1025,錯了,0,0,3,抱歉，我无法回答这个问题，因为您没有提供文章的内容。
1026,這種腿才棒 當然練結實更好 一堆鳥仔腳,2,1,0,未涉及歧視。
1027,:689+公務員，ㄏㄏ,0,0,1,這篇文章涉及身體羞辱的歧視。
1028,伙食差當然每個瘦不拉雞黑乾瘦看起來像,2,1,1,這篇文章涉及身體羞辱的歧視。
1029,扁奶滾啦幹,2,1,1,這篇文章涉及身體羞辱的歧視。
1030,躺著選都會贏 誰屌你納稅錢,0,0,1,這篇文章涉及身體羞辱的歧視。
1031,我有猜到 給噓,0,0,3,抱歉，我无法回答这个问题，因为你没有提供文章的内容。
1032,反觀台灣還在獨裁統治，逼全民戴口罩,0,0,1,這篇文章涉及有關於身體羞辱的歧視。文章中提到了戴口罩的必要性，並將之與身體羞辱相提並論，暗示戴口罩是因為擔憂身體羞辱而進行的。因此，這篇文章涉及有關於身體羞辱的歧視。
1033,平民生小孩可恨 為了滿足人生成就小,0,0,1,该文章涉及了关于身體羞辱的歧視。
1034,沒啥好笑的吧，日本一堆老頭肥肚噁男優,1,1,1,该文章涉及了关于身體羞辱的歧視。
1035,沒掛 沒奶子 滾一邊去,2,1,1,這篇文章涉及身體羞辱的歧視。
1036,說肥宅變胖就沒事，死母豬台女,1,1,1,這篇文章涉及了身體羞辱的歧視。
1037,肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
1038,標準台女身材 瘦到看起來像非洲難民 你,2,1,0,未涉及歧視。
1039,Po這三小我要看肥婆,1,1,1,文章涉及身體羞辱的歧視。
1040,肥婆 閃靈,1,1,0,這篇文章並未涉及有關於身體羞辱的歧視。
1041,現在都一堆人會對紙片人發情了，羞辱老,2,1,1,文章涉及身體羞辱的歧視。
1042,打個鬼 去告好嗎,0,0,1,這篇文章涉及身體羞辱的歧視。
1043,搞到政府獲利千億？,0,0,1,文章涉及身體羞辱的歧視。
1044,沒奶子,2,1,0,未涉及歧視。
1045,打開你原本選的門以外的另一扇門，裡面,0,0,1,這篇文章涉及身體羞辱的歧視。
1046,醜就算了 一堆胖子真的看不下去,1,1,1,文章涉及身體羞辱的歧視。
1047,講醜都沒事了！講胖會有事？,1,1,1,文章涉及有關於身體羞辱的歧視。
1048,老闆娘到底是煮給誰吃？全家都瘦巴巴結果,2,1,0,未涉及歧視。
1049,瘦不拉基是要怎麼跟人打,2,1,0,未涉及歧視。
1050,後面也靈氣全失 臉型消瘦到像骷髏頭,2,1,1,這篇文章涉及了身體羞辱的歧視。
1051,我喜歡紙片人，兄弟,2,1,0,未涉及歧視。
1052,呵呵 合法灑錢 養飽自己人 謝謝指教,0,0,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中提到了“呵呵”和“謝謝指教”，這些詞語都暗示了對被評論者的侮辱和羞辱。因此，根據身體羞辱定義，這篇文章涉及了有關於身體羞辱的歧視。
1053,台女扁奶有什麼好看 拍給甲甲客戶？,2,1,0,未涉及歧視。
1054,對啊，忠仔人很好很古意，為啥要咒他死?,0,0,1,文章涉及了身體羞辱的歧視。
1055,看影片...8+9瘦皮猴一個..警察還壓不住,2,1,1,這篇文章涉及有關於身體羞辱的歧視。文章中提到了一個瘦皮猴，並描述了警察對這個瘦皮猴的態度。文章暗示了警察對瘦皮猴的態度是因為瘦皮猴的外貌，而不是因為瘦皮猴的任何其他原因。這樣的描述可能會讓讀者產生對瘦皮猴外貌的刻板印象，並對瘦皮猴產生身體羞愧感。因此，這篇文章涉及有關於身體羞辱的歧視。
1056,醜死 沒奶去死,2,1,1,這篇文章涉及了身體羞辱的歧視。
1057,女神？？？以前就奶大 後來瘦了就沒奶,2,1,1,文中涉及了身體羞辱的歧視。
1058,肥婆了,1,1,1,這篇文章涉及身體羞辱的歧視。
1059,不要取胖的 很醜 又很貪婪==,1,1,1,文章涉及身體羞辱的歧視。
1060,還他嗎想給人掉路燈 就你那瘦皮猴的鳥,2,1,1,文章涉及了身體羞辱的歧視。
1061,這樣才是剛好，太瘦，撞到骨盆超痛,2,1,1,這篇文章涉及身體羞辱的歧視。
1062,龍妹就應該AA,1,1,1,文章涉及身體羞辱的歧視。
1063,噁男 那麼胖還要在別人身上蹭殺小,1,1,0,未涉及歧視。
1064,敬,0,0,3,很抱歉，我无法回答这个问题，因为没有提供文章的内容。
1065,錢買不到正義跟老子不願意！,0,0,1,這篇文章涉及身體羞辱的歧視。
1066,笑死已經變成肥婆了,1,1,0,未涉及歧視。
1067,鍵盤柯南,0,0,0,未涉及歧視。
1068,沒才藝 要整也太慢整 又沒奶....,2,1,1,這篇文章涉及了身體羞辱的歧視。
1069,瘦皮猴,2,1,0,未涉及歧視。
1070,鳥仔腳,2,1,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
1071,媽，我在這（先卡一個,0,0,3,抱歉，我无法回答这个问题，因为你没有提供文章的内容。
1072,他想要打成八年抗戰也行,0,0,0,未涉及歧視。
1073,珊珊加油！！！,0,0,0,未涉及歧視。
1074,瘦成骨灰再說,2,1,0,未涉及歧視。
1075,幹 自己癡肥怪男友太醜,1,1,0,未涉及歧視。
1076,淦0梁這醜女肥婆滾辣操,1,1,1,這篇文章涉及身體羞辱的歧視。
1077,下半身肥婆的話 不行,1,1,1,文章涉及身體羞辱的歧視。
1078,了只能生出醜龍妹 醜龍妹一輩子沒人要,1,1,1,文章涉及身體羞辱的歧視。
1079,今天肥宅或龍妹躺在路上 明天就結冰了,1,1,0,未涉及歧視。
1080,腿很粗吧 不符合鳥腿網美的型,1,1,1,這篇文章涉及身體羞辱的歧視。
1081,黑道8＋9一堆瘦皮猴，會有力氣拉弓,2,1,0,未涉及歧視。
1082,看看那個肥肚子,1,1,1,文章涉及身體羞辱的歧視。
1083,現在看到標題律師都直覺想到他,0,0,1,文章涉及身體羞辱的歧視。
1084,以前那種鳥仔腳真的有點病態,2,1,0,未涉及歧視。
1085,快點告啊，不要整天在政論節目辦案,0,0,1,文章涉及身體羞辱的歧視。
1086,因為肥宅沒趴好開,0,0,1,這篇文章涉及身體羞辱的歧視。
1087,都已經很瘦了 是打算把骨頭也剪掉？,2,1,1,该文章涉及了关于身體羞辱的歧視。
1088,學怪奇物語的哦,0,0,1,根據身體羞辱定義，“學怪奇物語的哦”可能涉及身體羞辱的歧視。文章中提到了“學怪奇物語的哦”，这可能是指某人的外貌或身体特征，而这些特征可能被认为是“怪奇”或“不正常”。如果被描述为“怪奇”或“不正常”，那么这种描述可能会引起被描述者的身體羞愧感。因此，文章可能涉及身體羞辱的歧視。
1089,大家沒忘記阿嬤有陣子被說是地下指,0,0,1,文章涉及身體羞辱的歧視。
1090,瘦皮猴老輝仔,2,1,0,未涉及歧視。
1091,沒破百都是瘦皮猴,2,1,0,未涉及歧視。
1092,每種能源都有好有壞 我們只能在當中選,0,0,0,這篇文章並未涉及身體羞辱的歧視。
1093,沒奶子,2,1,0,未涉及歧視。
1094,看過現場ＣＣＲ 矮秃肥老醜窮包莖洋人都贏你,1,1,1,文章涉及身體羞辱的歧視。
1095,長的醜又肥又窮就要有自知之明 躺平爽歪,1,1,1,根據身體羞辱定義，文章涉及了身體羞辱的歧視。
1096,正常吧 長跑都瘦不拉機,2,1,1,這篇文章涉及身體羞辱的歧視。
1097,打電話過去罵,0,0,0,未涉及歧視。
1098,8+9那種身材被轟到一拳就死了 一拳殺一隻,2,1,0,未涉及歧視。
1099,吸毒仔不是都瘦皮猴嗎,2,1,0,未涉及歧視。
1100,噁心肥婆 選舉才會出現,1,1,1,這篇文章涉及身體羞辱的歧視。
1101,跟那些跟著甲肥貓屁股的塔綠班講理,1,1,1,文章涉及身體羞辱的歧視。
1102,女人懷孕代價太大 變胖變醜工作可能消失 如,1,1,1,文章涉及身體羞辱的歧視。
1103,是藍營的御用媒體？所以肥婆又變塔,1,1,1,文章涉及身體羞辱的歧視。
1104,自己瘦皮猴要檢討吧,2,1,0,未涉及歧視。
1105,:還有大小屎是高職畢業生　連大學都不是...,0,0,1,文章涉及身體羞辱的歧視。
1106,如果你家裡插座也是220V就不行,0,0,0,未涉及歧視。
1107,官僚系統就跟肥宅一樣虛胖,1,1,0,未涉及歧視。
1108,這情緒控管難怪無業,0,0,1,這篇文章涉及了身體羞辱的歧視。
1109,話說我總覺得拜登比川普還像共和黨人,0,0,1,文章涉及身體羞辱的歧視。
1110,因為他很胖啊幹,2,1,0,未涉及歧視。
1111,豬臉小胖子 真醜,1,1,1,文章涉及身體羞辱的歧視。
1112,竹籤插貢丸也叫美,2,1,0,未涉及歧視。
1113,一定是醜女 暴牙肥油,1,1,1,文章涉及身體羞辱的歧視。
1114,死胖妹  噁~,1,1,1,文章涉及了身體羞辱的歧視。
1115,普臉 瘦小乾扁沒奶 沒梗沒看點,2,1,0,未涉及歧視。
1116,4%缺點就是缺人 什麼拐瓜劣棗都收,0,0,1,這篇文章涉及身體羞辱的歧視。
1117,沒奶，沒臉的貼這廢文幹麻？怒噓,2,1,1,根據身體羞辱定義，這篇文章涉及了身體羞辱的歧視。文章中使用了侮辱性的詞彙，例如“沒有奶”和“沒有面子”，這些詞彙暗示了對被描述人物的種族、性別、性取向等身份的污名化和侮辱。因此，這篇文章涉及了身體羞辱的歧視。
1118,其實沒很糟喇 若沒奶不會特別被注意,2,1,1,這篇文章涉及身體羞辱的歧視。
1119,像是老闆歧視老幼婦孺胖瘦美醜都告訴大家,1,1,1,這篇文章涉及身體羞辱的歧視。
1120,不是鳥仔腳 讚讚,2,1,0,文章未涉及身體羞辱的歧視。
1121,78肥婆之流都可以了，還有什麼吞不下，,1,1,1,该文章涉及了身體羞辱的歧視。
1122,酒駕,0,0,0,未涉及歧視。
1123,難得被國民黨逮到痛點了 怕成這樣,0,0,1,文章涉及身體羞辱的歧視。
1124,瘦到都是骨頭吃個屁，再養個十年,2,1,0,未涉及歧視。
1125,，奶又小屁股塌，說希臘神淫亂算公道嗎,2,1,1,该文章涉及了身體羞辱的歧視。
1126,這粗勇？你是動漫鳥仔腳看太多吧,2,1,1,這篇文章涉及了身體羞辱的歧視。
1127,我覺得很可愛 臉圓才好 瘦巴巴瓜子臉,2,1,0,未涉及歧視。
1128,台女瘦就有鳥仔腳了，可是大奶比較稀,2,1,1,這篇文章涉及身體羞辱的歧視。
1129,但不知道要槍決誰，笑死，法治國家。,0,0,1,這篇文章涉及了身體羞辱的歧視。
1130,你是不是不想幹龍妹？,1,1,0,未涉及歧視。
1131,肥婆 我今天吃螃蟹,1,1,0,未涉及歧視。
1132,台灣的89不都瘦的跟排骨一樣,2,1,1,這篇文章涉及身體羞辱的歧視。
1133,這身材在肌肉版叫做排骨瘦猴。,2,1,0,未涉及歧視。
1134,春年華的女孩兒，反觀醜陋肥宅呢？等人,1,1,0,未涉及歧視。
1135,拿一個醜又沒奶的出來幹什麼啦,2,1,1,這篇文章涉及了身體羞辱的歧視。
1136,肥 醜 又肥又醜,1,1,1,文章涉及身體羞辱的歧視。
1137,腿超粗,1,1,0,未涉及歧視。
1138,台積電也不是靠台灣理組才有今天的成績,0,0,1,文章涉及身體羞辱的歧視。
1139,克里米亞快拿回來吧 俄擴張都為港,0,0,0,未涉及歧視。
1140,龍妹：給妳顏色瞧瞧，正妹：給妳顏射瞧,1,1,1,這篇文章涉及了身體羞辱的歧視。
1141,材好的醜男絕對大勝醜肥宅,1,1,1,這篇文章涉及身體羞辱的歧視。
1142,肥了醜了 就不要了!,1,1,1,這篇文章涉及身體羞辱的歧視。
1143,沒奶子講個雞巴,2,1,0,未涉及歧視。
1144,樓下都跟比自己胖幾公斤的龍妹做愛?,1,1,1,文章涉及身體羞辱的歧視。
1145,柯文哲是不是失職了? 還不叫車全載走?,0,0,1,文章涉及了身體羞辱的歧視。
1146,要夠正才有，不然龍妹，每人都會想閃,1,1,3,要夠正才有，不然龍妹，每人都會想閃
1147,暖,0,0,1,根據身體羞辱定義，文章涉及身體羞辱的歧視。
1148,為什麼這醜女肥龍會有工具人啊能不能告訴我你各位,1,1,1,這篇文章涉及了身體羞辱的歧視。
1149,肥婆,1,1,1,這篇文章涉及身體羞辱的歧視。
1150,會躲在車底偷拍的 這貨不行啊,0,0,1,文章涉及身體羞辱的歧視。
1151,你不敢當在野的聲音我就當你瘦皮猴,2,1,1,這篇文章涉及身體羞辱的歧視。
1152,勾惡就沒料也沒奶啊,2,1,1,文章涉及身體羞辱的歧視。
1153,骨感好重...=_=瘦不拉基,2,1,1,這篇文章涉及身體羞辱的歧視。
1154,差不多瘦皮猴而已吧,2,1,1,這篇文章涉及身體羞辱的歧視。
1155,+9很多瘦皮猴 都是靠圍毆才得利,2,1,1,该文章涉及身體羞辱的歧視。
1156,幹  太瘦了吧  非洲難民?,2,1,1,這篇文章涉及身體羞辱的歧視。
1157,我醜男不找龍妹要單身一輩子嗎,1,1,0,未涉及歧視。
1158,愛台灣就要加入台灣對 唯一支持!!!,0,0,1,文章涉及身體羞辱的歧視。
1159,這種8+9鳥仔腳有夠醜,2,1,0,未涉及歧視。
1160,有政府，不缺電，只會叫企業發電,0,0,1,有政府，不缺電，只會叫企業發電涉及身體羞辱的歧視。
1161,照騙而已 本人見到後就是個瘦排骨....,2,1,1,這段文字涉及身體羞辱的歧視。
1162,最有趣的事這種人會比健身瘦皮猴健康,2,1,1,文章涉及身體羞辱的歧視。
1163,沒奶子 不用看了,2,1,1,這篇文章涉及了身體羞辱的歧視。
